"gaugeID" "time" "q_cfs"
"15515500" 2016-01-01 64187.9407835772
"15515500" 2016-01-02 64187.9407835772
"15515500" 2016-01-03 56164.4434032559
"15515500" 2016-01-04 53489.9485274814
"15515500" 2016-01-05 53489.9485274814
"15515500" 2016-01-06 53489.9485274814
"15515500" 2016-01-07 58838.9446555293
"15515500" 2016-01-08 64187.9407835772
"15515500" 2016-01-09 64187.9407835772
"15515500" 2016-01-10 64187.9407835772
"15515500" 2016-01-11 64187.9407835772
"15515500" 2016-01-12 64187.9407835772
"15515500" 2016-01-13 64187.9407835772
"15515500" 2016-01-14 64187.9407835772
"15515500" 2016-01-15 64187.9407835772
"15515500" 2016-01-16 64187.9407835772
"15515500" 2016-01-17 64187.9407835772
"15515500" 2016-01-18 64187.9407835772
"15515500" 2016-01-19 64187.9407835772
"15515500" 2016-01-20 64187.9407835772
"15515500" 2016-01-21 64187.9407835772
"15515500" 2016-01-22 64187.9407835772
"15515500" 2016-01-23 64187.9407835772
"15515500" 2016-01-24 64187.9407835772
"15515500" 2016-01-25 64187.9407835772
"15515500" 2016-01-26 64187.9407835772
"15515500" 2016-01-27 64187.9407835772
"15515500" 2016-01-28 64187.9407835772
"15515500" 2016-01-29 64187.9407835772
"15515500" 2016-01-30 69536.9369116251
"15515500" 2016-01-31 74885.9266631742
"15515500" 2016-02-01 66862.4356593517
"15515500" 2016-02-02 74885.9266631742
"15515500" 2016-02-03 74885.9266631742
"15515500" 2016-02-04 74885.9266631742
"15515500" 2016-02-05 74885.9266631742
"15515500" 2016-02-06 66862.4356593517
"15515500" 2016-02-07 64187.9407835772
"15515500" 2016-02-08 72211.4317873996
"15515500" 2016-02-09 74885.9266631742
"15515500" 2016-02-10 74885.9266631742
"15515500" 2016-02-11 74885.9266631742
"15515500" 2016-02-12 74885.9266631742
"15515500" 2016-02-13 74885.9266631742
"15515500" 2016-02-14 74885.9266631742
"15515500" 2016-02-15 74885.9266631742
"15515500" 2016-02-16 74885.9266631742
"15515500" 2016-02-17 74885.9266631742
"15515500" 2016-02-18 74885.9266631742
"15515500" 2016-02-19 74885.9266631742
"15515500" 2016-02-20 74885.9266631742
"15515500" 2016-02-21 69536.9305351263
"15515500" 2016-02-22 64187.9407835772
"15515500" 2016-02-23 64187.9407835772
"15515500" 2016-02-24 64187.9407835772
"15515500" 2016-02-25 64187.9407835772
"15515500" 2016-02-26 64187.9407835772
"15515500" 2016-02-27 64187.9407835772
"15515500" 2016-02-28 64187.9407835772
"15515500" 2016-02-29 64187.9407835772
"15515500" 2016-03-01 64187.9407835772
"15515500" 2016-03-02 64187.9407835772
"15515500" 2016-03-03 64187.9407835772
"15515500" 2016-03-04 64187.9407835772
"15515500" 2016-03-05 64187.9407835772
"15515500" 2016-03-06 64187.9407835772
"15515500" 2016-03-07 64187.9407835772
"15515500" 2016-03-08 64187.9407835772
"15515500" 2016-03-09 64187.9407835772
"15515500" 2016-03-10 64187.9407835772
"15515500" 2016-03-11 64187.9407835772
"15515500" 2016-03-12 64187.9407835772
"15515500" 2016-03-13 64187.9407835772
"15515500" 2016-03-14 64187.9407835772
"15515500" 2016-03-15 64187.9407835772
"15515500" 2016-03-16 64187.9407835772
"15515500" 2016-03-17 64187.9407835772
"15515500" 2016-03-18 64187.9407835772
"15515500" 2016-03-19 64187.9407835772
"15515500" 2016-03-20 64187.9407835772
"15515500" 2016-03-21 64187.9407835772
"15515500" 2016-03-22 64187.9407835772
"15515500" 2016-03-23 64187.9407835772
"15515500" 2016-03-24 64187.9407835772
"15515500" 2016-03-25 64187.9407835772
"15515500" 2016-03-26 64187.9407835772
"15515500" 2016-03-27 64187.9407835772
"15515500" 2016-03-28 64187.9407835772
"15515500" 2016-03-29 64187.9407835772
"15515500" 2016-03-30 66862.4356593517
"15515500" 2016-03-31 82909.4176669966
"15515500" 2016-04-01 96281.904798867
"15515500" 2016-04-02 96281.904798867
"15515500" 2016-04-03 85583.91891927
"15515500" 2016-04-04 85583.91891927
"15515500" 2016-04-05 85583.91891927
"15515500" 2016-04-06 85583.91891927
"15515500" 2016-04-07 85583.91891927
"15515500" 2016-04-08 82909.4240434954
"15515500" 2016-04-09 74885.9266631742
"15515500" 2016-04-10 74885.9266631742
"15515500" 2016-04-11 74885.9266631742
"15515500" 2016-04-12 74885.9266631742
"15515500" 2016-04-13 74885.9266631742
"15515500" 2016-04-14 74885.9266631742
"15515500" 2016-04-15 74885.9266631742
"15515500" 2016-04-16 74885.9266631742
"15515500" 2016-04-17 74885.9266631742
"15515500" 2016-04-18 74885.9266631742
"15515500" 2016-04-19 74885.9266631742
"15515500" 2016-04-20 74885.9266631742
"15515500" 2016-04-21 74885.9266631742
"15515500" 2016-04-22 64187.9407835772
"15515500" 2016-04-23 64187.9407835772
"15515500" 2016-04-24 64187.9407835772
"15515500" 2016-04-25 64187.9407835772
"15515500" 2016-04-26 64187.9407835772
"15515500" 2016-04-27 64187.9407835772
"15515500" 2016-04-28 64187.9407835772
"15515500" 2016-04-29 64187.9407835772
"15515500" 2016-04-30 64187.9407835772
"15515500" 2016-05-01 64187.9407835772
"15515500" 2016-05-02 64187.9407835772
"15515500" 2016-05-03 64187.9407835772
"15515500" 2016-05-04 64187.9407835772
"15515500" 2016-05-05 64187.9407835772
"15515500" 2016-05-06 64187.9407835772
"15515500" 2016-05-07 64187.9407835772
"15515500" 2016-05-08 64187.9407835772
"15515500" 2016-05-09 64187.9407835772
"15515500" 2016-05-10 74885.9266631742
"15515500" 2016-05-11 74885.9266631742
"15515500" 2016-05-12 74885.9266631742
"15515500" 2016-05-13 74885.9266631742
"15515500" 2016-05-14 64187.9407835772
"15515500" 2016-05-15 64187.9407835772
"15515500" 2016-05-16 72211.4317873996
"15515500" 2016-05-17 74885.9266631742
"15515500" 2016-05-18 61513.4459078026
"15515500" 2016-05-19 61513.4459078026
"15515500" 2016-05-20 64187.9407835772
"15515500" 2016-05-21 53489.9485274814
"15515500" 2016-05-22 48140.9523994335
"15515500" 2016-05-23 42791.959459635
"15515500" 2016-05-24 37442.9665198365
"15515500" 2016-05-25 21395.9797298175
"15515500" 2016-05-26 21395.9797298175
"15515500" 2016-05-27 13372.4871318703
"15515500" 2016-05-28 10697.9898649087
"15515500" 2016-05-29 10697.9898649087
"15515500" 2016-05-30 10697.9898649087
"15515500" 2016-05-31 10697.9898649087
"15515500" 2016-06-01 8023.49259794714
"15515500" 2016-06-02 0
"15515500" 2016-06-03 0
"15515500" 2016-06-04 0
"15515500" 2016-06-05 0
"15515500" 2016-06-06 0
"15515500" 2016-06-07 0
"15515500" 2016-06-08 0
"15515500" 2016-06-09 0
"15515500" 2016-06-10 0
"15515500" 2016-06-11 0
"15515500" 2016-06-12 0
"15515500" 2016-06-13 0
"15515500" 2016-06-14 0
"15515500" 2016-06-15 0
"15515500" 2016-06-16 0
"15515500" 2016-06-17 0
"15515500" 2016-06-18 0
"15515500" 2016-06-19 0
"15515500" 2016-06-20 0
"15515500" 2016-06-21 0
"15515500" 2016-06-22 0
"15515500" 2016-06-23 0
"15515500" 2016-06-24 0
"15515500" 2016-06-25 0
"15515500" 2016-06-26 0
"15515500" 2016-06-27 0
"15515500" 2016-06-28 0
"15515500" 2016-06-29 0
"15515500" 2016-06-30 0
"15515500" 2016-07-01 0
"15515500" 2016-07-02 0
"15515500" 2016-07-03 0
"15515500" 2016-07-04 0
"15515500" 2016-07-05 0
"15515500" 2016-07-06 0
"15515500" 2016-07-07 0
